epoch,train_loss,val_mIoU,best_iou,epoch_time_s
664,0.013267,0.729587,0.769375,17.70
665,0.013515,0.726485,0.769375,17.85
666,0.013702,0.739242,0.769375,17.94
667,0.013485,0.731634,0.769375,17.80
668,0.013653,0.692092,0.769375,17.66
669,0.013373,0.678904,0.769375,17.82
670,0.013765,0.680952,0.769375,18.02
671,0.013968,0.727410,0.769375,18.02
672,0.013430,0.658830,0.769375,18.06
673,0.013598,0.589792,0.769375,17.99
674,0.014404,0.666498,0.769375,17.91
675,0.013851,0.733715,0.769375,18.16
676,0.013464,0.614918,0.769375,17.89
677,0.013316,0.617999,0.769375,17.52
678,0.014070,0.731213,0.769375,17.93
679,0.013674,0.532818,0.769375,18.40
680,0.013604,0.673206,0.769375,18.11
681,0.013875,0.604588,0.769375,17.97
682,0.013412,0.647900,0.769375,17.74
683,0.013372,0.728550,0.769375,17.80
684,0.013388,0.736778,0.769375,17.70
685,0.013274,0.655308,0.769375,17.87
686,0.014055,0.745209,0.769375,17.74
687,0.013550,0.588524,0.769375,17.20
688,0.013632,0.653748,0.769375,18.08
689,0.014007,0.738570,0.769375,17.89
690,0.013571,0.731351,0.769375,18.26
691,0.013774,0.703834,0.769375,17.93
692,0.013238,0.710909,0.769375,17.42
693,0.013866,0.726166,0.769375,18.05
694,0.013684,0.680016,0.769375,17.66
695,0.013321,0.702404,0.769375,17.68
696,0.013499,0.525216,0.769375,17.88
697,0.013811,0.622026,0.769375,17.63
698,0.013608,0.713636,0.769375,17.73
699,0.013457,0.704983,0.769375,18.25
700,0.013328,0.597777,0.769375,17.73
701,0.013213,0.474640,0.769375,17.94
702,0.013499,0.692814,0.769375,17.95
703,0.013507,0.721572,0.769375,17.76
704,0.014296,0.718449,0.769375,17.88
705,0.013305,0.618397,0.769375,18.31
706,0.013255,0.731186,0.769375,17.72
707,0.013336,0.674698,0.769375,18.15
708,0.013744,0.733002,0.769375,17.97
709,0.013327,0.705193,0.769375,17.82
710,0.013360,0.670881,0.769375,17.81
711,0.013564,0.718259,0.769375,17.68
712,0.013167,0.713772,0.769375,17.96
713,0.013404,0.563756,0.769375,17.86
714,0.013484,0.604586,0.769375,17.65
715,0.013268,0.725577,0.769375,17.86
716,0.013724,0.725305,0.769375,18.24
717,0.014292,0.706872,0.769375,18.35
718,0.013697,0.727668,0.769375,17.68
719,0.013458,0.610747,0.769375,18.02
720,0.013721,0.663925,0.769375,17.72
721,0.013158,0.754456,0.769375,17.33
722,0.013407,0.742400,0.769375,17.69
723,0.013611,0.611787,0.769375,17.89
724,0.013642,0.636182,0.769375,17.86
725,0.013614,0.459480,0.769375,17.42
726,0.013406,0.721894,0.769375,17.89
727,0.013790,0.683220,0.769375,17.86
728,0.013453,0.641813,0.769375,17.89
729,0.013594,0.641280,0.769375,17.64
730,0.013244,0.732893,0.769375,17.91
731,0.013279,0.697174,0.769375,17.62
732,0.013499,0.718188,0.769375,17.79
733,0.013677,0.726493,0.769375,18.29
734,0.013029,0.659898,0.769375,17.80
735,0.013156,0.661411,0.769375,17.97
736,0.013321,0.603735,0.769375,18.36
737,0.013538,0.689905,0.769375,17.55
738,0.013841,0.685620,0.769375,17.88
739,0.013481,0.691248,0.769375,17.78
740,0.013621,0.740545,0.769375,18.09
741,0.013817,0.713360,0.769375,17.61
742,0.013125,0.622701,0.769375,17.80
743,0.012955,0.693855,0.769375,17.79
744,0.013427,0.585154,0.769375,17.61
745,0.013224,0.678650,0.769375,18.06
746,0.013173,0.580737,0.769375,17.83
747,0.013643,0.726088,0.769375,18.06
748,0.013776,0.698467,0.769375,17.88
749,0.013230,0.587343,0.769375,17.53
750,0.013516,0.619677,0.769375,17.95
751,0.013412,0.733322,0.769375,17.79
752,0.013058,0.650871,0.769375,18.16
753,0.013442,0.560246,0.769375,17.65
754,0.013243,0.643460,0.769375,17.77
755,0.013658,0.711995,0.769375,17.86
756,0.013103,0.717200,0.769375,17.82
757,0.013056,0.662172,0.769375,17.63
758,0.013058,0.723304,0.769375,17.93
759,0.013344,0.654055,0.769375,17.61
760,0.013521,0.671065,0.769375,17.81
761,0.013422,0.609004,0.769375,17.98
762,0.013090,0.675976,0.769375,17.84
763,0.012836,0.643139,0.769375,18.06
764,0.013524,0.720027,0.769375,17.99
765,0.013413,0.666136,0.769375,18.03
766,0.013336,0.721500,0.769375,18.06
767,0.013539,0.684187,0.769375,17.44
768,0.013259,0.624226,0.769375,17.95
769,0.013556,0.743263,0.769375,18.09
770,0.013392,0.733613,0.769375,17.88
771,0.013261,0.733112,0.769375,17.54
772,0.013492,0.742138,0.769375,17.96
773,0.013381,0.705955,0.769375,18.03
774,0.013503,0.505723,0.769375,17.90
775,0.012959,0.725018,0.769375,17.41
776,0.013364,0.698680,0.769375,17.83
777,0.013584,0.670890,0.769375,17.82
778,0.013331,0.727090,0.769375,17.84
779,0.013301,0.722267,0.769375,17.76
780,0.013377,0.724018,0.769375,17.47
781,0.013060,0.652033,0.769375,17.93
782,0.014005,0.676797,0.769375,18.21
783,0.013581,0.702020,0.769375,17.66
784,0.013344,0.623092,0.769375,17.93
785,0.013234,0.676595,0.769375,17.60
786,0.013268,0.694362,0.769375,18.06
787,0.013402,0.672297,0.769375,17.66
788,0.013466,0.701154,0.769375,17.81
789,0.012998,0.665598,0.769375,18.17
790,0.013025,0.670351,0.769375,17.88
791,0.013076,0.725081,0.769375,17.70
792,0.013004,0.617525,0.769375,18.26
793,0.013381,0.650555,0.769375,17.73
794,0.013246,0.733251,0.769375,17.99
795,0.013385,0.706291,0.769375,18.01
796,0.013483,0.741747,0.769375,17.97
797,0.013492,0.743180,0.769375,17.82
798,0.013297,0.704149,0.769375,17.76
799,0.013302,0.680134,0.769375,18.14
800,0.012825,0.730018,0.769375,17.70
801,0.012830,0.650120,0.769375,17.79
802,0.013134,0.730530,0.769375,18.02
803,0.012898,0.578243,0.769375,18.07
804,0.013384,0.574903,0.769375,18.01
805,0.013840,0.582839,0.769375,17.89
806,0.013286,0.510880,0.769375,17.63
807,0.013501,0.728638,0.769375,17.81
808,0.013478,0.710013,0.769375,17.84
809,0.013440,0.728660,0.769375,17.92
810,0.013096,0.737917,0.769375,18.03
811,0.013330,0.719614,0.769375,17.52
812,0.012863,0.674740,0.769375,17.94
813,0.013178,0.639814,0.769375,18.16
814,0.013429,0.587050,0.769375,18.07
815,0.013235,0.598556,0.769375,17.76
816,0.013178,0.730540,0.769375,17.86
817,0.013259,0.631303,0.769375,17.65
818,0.013325,0.727020,0.769375,17.68
819,0.013347,0.686561,0.769375,17.84
820,0.012786,0.637361,0.769375,17.94
821,0.013244,0.571603,0.769375,18.49
822,0.013215,0.673560,0.769375,18.10
823,0.013277,0.705688,0.769375,17.58
824,0.013348,0.722802,0.769375,18.17
825,0.013373,0.710963,0.769375,17.83
826,0.013117,0.724977,0.769375,17.85
827,0.013489,0.711160,0.769375,17.44
828,0.012970,0.720152,0.769375,17.99
829,0.013366,0.627936,0.769375,18.08
830,0.013557,0.590003,0.769375,18.00
831,0.013514,0.682540,0.769375,18.16
832,0.013468,0.666074,0.769375,18.25
833,0.013791,0.686731,0.769375,17.92
834,0.013379,0.723543,0.769375,17.77
835,0.013418,0.729861,0.769375,18.18
836,0.012734,0.735259,0.769375,17.43
837,0.013034,0.728664,0.769375,17.81
838,0.013172,0.718057,0.769375,17.94
839,0.013330,0.719704,0.769375,18.13
840,0.013094,0.684121,0.769375,18.04
841,0.013282,0.705179,0.769375,17.69
842,0.012889,0.688921,0.769375,17.78
843,0.013069,0.638799,0.769375,17.95
844,0.013251,0.663409,0.769375,17.68
845,0.012861,0.608112,0.769375,17.89
846,0.013041,0.696204,0.769375,17.73
847,0.013158,0.699636,0.769375,18.16
848,0.012954,0.738491,0.769375,17.44
849,0.013402,0.736668,0.769375,17.75
850,0.013277,0.663733,0.769375,18.20
851,0.013389,0.714893,0.769375,17.80
852,0.012830,0.686724,0.769375,18.04
853,0.013500,0.720534,0.769375,18.11
854,0.013093,0.701012,0.769375,18.07
855,0.013249,0.680079,0.769375,18.05
856,0.013424,0.735876,0.769375,18.02
857,0.013364,0.677501,0.769375,17.96
858,0.013226,0.642664,0.769375,18.16
859,0.013188,0.613548,0.769375,18.14
860,0.013243,0.642681,0.769375,17.66
861,0.013354,0.591003,0.769375,17.92
862,0.012699,0.648883,0.769375,17.83
863,0.012895,0.626555,0.769375,17.79
864,0.013235,0.714650,0.769375,18.12
865,0.013770,0.632080,0.769375,17.70
866,0.013614,0.669458,0.769375,17.94
867,0.013349,0.691379,0.769375,17.91
868,0.013218,0.686160,0.769375,17.82
869,0.013470,0.669701,0.769375,17.90
870,0.013140,0.644404,0.769375,17.89
871,0.013310,0.664368,0.769375,18.07
872,0.013543,0.637964,0.769375,18.12
873,0.012976,0.663674,0.769375,18.01
874,0.012759,0.722539,0.769375,17.95
875,0.013060,0.654114,0.769375,17.70
876,0.012952,0.657048,0.769375,17.69
877,0.013357,0.710892,0.769375,17.92
878,0.013176,0.610420,0.769375,18.03
879,0.013330,0.620094,0.769375,17.64
880,0.013232,0.661402,0.769375,18.06
881,0.012874,0.718117,0.769375,17.71
882,0.013142,0.658410,0.769375,18.28
883,0.012715,0.688555,0.769375,18.06
884,0.013273,0.687128,0.769375,18.09
885,0.012861,0.702112,0.769375,18.14
886,0.012951,0.648991,0.769375,18.08
887,0.013410,0.654023,0.769375,17.91
888,0.013225,0.462370,0.769375,17.99
889,0.013373,0.729222,0.769375,17.84
890,0.013072,0.726326,0.769375,17.96
891,0.013370,0.738351,0.769375,17.77
892,0.013506,0.646822,0.769375,17.92
893,0.013382,0.515273,0.769375,18.11
894,0.013565,0.680493,0.769375,17.90
895,0.013053,0.668837,0.769375,17.99
896,0.012711,0.737753,0.769375,18.01
897,0.013089,0.725153,0.769375,17.40
898,0.013401,0.725721,0.769375,18.30
899,0.013124,0.720748,0.769375,18.09
900,0.012976,0.625519,0.769375,17.88
901,0.012741,0.733335,0.769375,17.76
902,0.012704,0.723112,0.769375,17.73
903,0.012992,0.711900,0.769375,18.01
904,0.013133,0.695095,0.769375,18.08
905,0.013534,0.728519,0.769375,18.09
906,0.012963,0.714794,0.769375,17.72
907,0.013129,0.585527,0.769375,17.90
908,0.012592,0.639884,0.769375,17.52
909,0.012806,0.697717,0.769375,18.02
910,0.013241,0.700255,0.769375,17.74
911,0.013416,0.682954,0.769375,17.91
912,0.012888,0.610432,0.769375,17.65
913,0.012972,0.698495,0.769375,17.85
914,0.012781,0.683870,0.769375,17.70
915,0.013142,0.641699,0.769375,17.68
916,0.013009,0.666181,0.769375,18.26
917,0.012739,0.725729,0.769375,18.09
918,0.013470,0.691821,0.769375,17.95
919,0.013471,0.659230,0.769375,17.90
920,0.012944,0.706233,0.769375,18.34
921,0.012775,0.681938,0.769375,17.61
922,0.013010,0.644468,0.769375,18.06
923,0.012858,0.663066,0.769375,17.52
924,0.013065,0.622280,0.769375,18.17
925,0.013373,0.707402,0.769375,17.88
926,0.012881,0.729850,0.769375,17.94
927,0.013045,0.666356,0.769375,17.92
928,0.013098,0.728146,0.769375,17.70
929,0.012815,0.695833,0.769375,18.11
930,0.013239,0.655939,0.769375,17.72
931,0.012672,0.727975,0.769375,17.68
932,0.012980,0.719566,0.769375,17.60
933,0.012763,0.722965,0.769375,17.88
934,0.012885,0.658377,0.769375,17.79
935,0.013304,0.738134,0.769375,18.40
936,0.013153,0.689154,0.769375,17.86
937,0.012860,0.727056,0.769375,17.91
938,0.012665,0.732748,0.769375,17.97
939,0.012940,0.729399,0.769375,17.84
940,0.012598,0.657128,0.769375,18.23
941,0.012903,0.532296,0.769375,17.49
942,0.012961,0.567122,0.769375,17.87
943,0.013082,0.701013,0.769375,17.90
944,0.013157,0.711961,0.769375,18.06
945,0.013185,0.724327,0.769375,18.00
946,0.012785,0.727964,0.769375,17.66
947,0.013049,0.739073,0.769375,17.82
948,0.012877,0.708414,0.769375,17.69
949,0.012698,0.721400,0.769375,18.22
950,0.012648,0.736206,0.769375,18.14
951,0.012803,0.656352,0.769375,17.78
952,0.012796,0.697827,0.769375,17.96
953,0.013199,0.670080,0.769375,17.81
954,0.013096,0.683594,0.769375,17.69
955,0.012659,0.593114,0.769375,17.87
956,0.012734,0.653789,0.769375,17.90
957,0.013180,0.725697,0.769375,17.59
958,0.012599,0.629464,0.769375,18.29
959,0.012732,0.716232,0.769375,18.17
960,0.012960,0.561087,0.769375,17.85
961,0.013019,0.650762,0.769375,18.00
962,0.013473,0.650050,0.769375,18.20
963,0.012803,0.667548,0.769375,18.03
964,0.013081,0.713508,0.769375,17.82
965,0.012603,0.729349,0.769375,17.64
966,0.013044,0.688845,0.769375,17.86
967,0.012807,0.600000,0.769375,17.73
968,0.012846,0.562096,0.769375,17.98
969,0.012936,0.520929,0.769375,18.37
970,0.012789,0.615671,0.769375,17.97
971,0.012530,0.680588,0.769375,18.43
972,0.012718,0.722975,0.769375,17.67
973,0.012668,0.725675,0.769375,17.87
974,0.012481,0.724385,0.769375,17.80
975,0.012686,0.705758,0.769375,17.96
976,0.013330,0.737946,0.769375,17.92
977,0.012998,0.706842,0.769375,17.85
978,0.012844,0.619201,0.769375,18.36
979,0.012997,0.543028,0.769375,17.98
980,0.012795,0.719194,0.769375,17.97
981,0.012988,0.514954,0.769375,18.01
982,0.012813,0.521784,0.769375,17.90
983,0.013271,0.678344,0.769375,18.04
984,0.013112,0.709797,0.769375,17.43
985,0.012750,0.680026,0.769375,17.93
986,0.012767,0.695963,0.769375,18.23
987,0.013130,0.733190,0.769375,17.86
988,0.013242,0.701920,0.769375,18.04
989,0.013024,0.711669,0.769375,18.19
990,0.012746,0.729289,0.769375,18.28
991,0.012688,0.718765,0.769375,17.76
992,0.012480,0.699658,0.769375,17.84
993,0.012992,0.696883,0.769375,17.68
994,0.012989,0.720285,0.769375,17.74
995,0.012985,0.642532,0.769375,18.09
996,0.013085,0.700925,0.769375,18.02
997,0.013149,0.727254,0.769375,17.83
998,0.012441,0.709563,0.769375,17.99
999,0.012681,0.684501,0.769375,17.89
1000,0.012621,0.726097,0.769375,17.71
